Asset Name,Asset Type,Asset Category,Batch No,Vendor,Invoice,Bill Date,Purchase Date,Usage Date,Cost Centre,Purchase Branch,Current Branch,Current Sub Operating Unit,Currency,Cost Value,Book Value,Salvage Value,Accumulated Depreciation,Adjusted Amount,Warranty Date,Model,asset_description,note,method,method_progress_factor,method_time,depreciation_year,method_period,state
DINNING CHAIR-SKY DINING,Furniture,Chair,Initial,,,,23/4/2019,23/4/2019,,001,001,001,BDT,7000,6810,,190,,23/4/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DINNING CHAIR-SKY DINING,Furniture,Chair,Initial,,,,23/4/2019,23/4/2019,,001,001,001,BDT,7000,6810,,190,,23/4/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DINNING CHAIR-SKY DINING,Furniture,Chair,Initial,,,,23/4/2019,23/4/2019,,001,001,001,BDT,7000,6810,,190,,23/4/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DINNING CHAIR-SKY DINING,Furniture,Chair,Initial,,,,23/4/2019,23/4/2019,,001,001,001,BDT,7000,6810,,190,,23/4/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DINNING CHAIR-SKY DINING,Furniture,Chair,Initial,,,,23/4/2019,23/4/2019,,001,001,001,BDT,7000,6810,,190,,23/4/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
EXECUTIVE CHAIR-DMD(TRK),Furniture,Chair,Initial,,,,24/2/2019,24/2/2019,,001,001,001,BDT,36000,34451,,1549,,24/2/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DINNING CHAIR-SQUARE DINNING,Furniture,Chair,Initial,,,,14/5/2019,14/5/2019,,001,001,001,BDT,6500,6362,,138,,14/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DINNING CHAIR-SQUARE DINNING,Furniture,Chair,Initial,,,,14/5/2019,14/5/2019,,001,001,001,BDT,6500,6362,,138,,14/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DINNING CHAIR-SQUARE DINNING,Furniture,Chair,Initial,,,,14/5/2019,14/5/2019,,001,001,001,BDT,6500,6362,,138,,14/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER CHAIR,Furniture,Chair,Initial,,,,23/5/2019,23/5/2019,,001,001,001,BDT,16500,16188,,312,,23/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
OFFICER TABLE,Furniture,Table,Initial,,,,25/5/2019,25/5/2019,,001,001,001,BDT,8500,8344,,156,,25/5/2019,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
